number,interest,title
400703,기타 재산범죄,구치소에서 재소자와의 다툼으로 인한 피해 보상 절차에 대한 상담
400704,가사 일반,이혼 변론기일 불참석에 대한 궁금증 해결
400705,형사일반/기타범죄,건조물침입죄와 무단주차에 대한 상담
400706,명예훼손/모욕 일반,인터넷에 불친절 사례를 공유했을 때 명예훼손 고소 가능성과 대응 방법
400707,사기/공갈,방송 사이트와 관련된 사기 범죄성립 여부
400710,대여금/채권추심,제3채무자의 대응방법과 월세 납부 문제
400712,임대차,전세 보증금 미반환에 따른 임차권등기설정 및 계약금파기에 대한 손해배상 상담
400713,디지털 성범죄,아청물 유포 대응방법에 대한 조언 요청
400719,사이버 명예훼손/모욕,사이버 스토킹에 대한 처벌 가능성
400721,대여금/채권추심,채무불이행자명부등재 적용시점에 대한 이해와 관련 질문
400725,임대차,전세 보증금 미반환에 대한 임차권 및 손해배상 관련 상담
400731,임대차,전세 보증금 미반환 및 무리한 원상복구요구에 대한 상담
400733,기타 재산범죄,토토사이트 대여 문제와 관련한 상담 요청
400734,디지털 성범죄,오픈채팅 상황에 대한 조언 요청
400736,이혼,"외도와 이혼, 그리고 변호사 선임에 대한 고민"
400742,노동/인사,부당해고 상황에서의 대처 방안
400745,사이버 명예훼손/모욕,무고/명예훼손/모욕 민&형사 소송 동시진행에 대한 문의
400746,폭행/협박/상해 일반,성병 관련 상담글: 현역 군인 아들의 문제 상황
400749,임대차,보증금 반환 소송과 경매 진행 시기에 대한 상담
400750,명예훼손/모욕 일반,파혼 후 시부모의 직장 방문과 명예훼손에 대한 대처 방안
400753,폭행/협박/상해 일반,재물손괴와 폭행 사건에 대한 상담 요청
400755,임대차,임차권등기명령 보정명령에 대한 문의
400756,고소/소송절차,스토킹 관련 처벌과 조정위원회를 통한 합의 방법
400759,고소/소송절차,"항소 후 재판 일정과 1심, 2심 공판의 차이"
400761,임대차,확정일자 후 보증금 감액과 대항력 유지 가능성에 대한 고찰
400762,성폭력/강제추행 등,성추행 사건으로 신고 당한 상황에 대한 상담
400764,미성년 대상 성범죄,아동청소년 성착취물 소지로 인한 처벌과 판결에 대한 이해
400769,매매/소유권 등,오토바이 명의이전 소송 관련 자문
400770,손해배상,구상권 청구 가능한가요
400771,건축/부동산 일반,명의로 집 구입 후 명의변경 거부 시 대응 방법
400773,고소/소송절차,직장 내 명예훼손 고소의 승산 여부
400774,손해배상,카촬죄 민사재판 진행과정 및 손해배상 가이드
400782,음주/무면허,음주운전 및 도주에 대한 상담글
400783,고소/소송절차,오픈채팅 중고거래 사기와 대처방법
400784,사기/공갈,사기죄 관련 질문 및 법률공단 이용 방법
400787,기타 재산범죄,불법도박 사이트에서의 먹튀 경험 및 상담
400790,폭행/협박/상해 일반,아이에게 발길질을 한 사건에 대한 상담글
400792,이혼,부정행위 후 지속적인 이혼요구와 최선의 대응
400796,고소/소송절차,기망한 상대에게 법의 무서움과 돈을 받아내고 싶습니다.
400799,형사일반/기타범죄,층간소음 문제로 인한 불편함 해결 방안
400804,음주/무면허,"음주 2진 0.056, 위드마크 고려 가능성에 대한 문의"
400806,마약/도박,대마젤리 의심과 음주운전 면허취소 상담
400807,사기/공갈,경찰로부터 진정서 제출 요청에 대한 대응 방법
400808,고소/소송절차,증거인부 관련 질문 및 상담 요청
400810,성매매,원나잇 후 준강간으로 고소당한 상황 상담글
400811,회생/파산,개인회생 변제액 산정에 대한 상담글
400814,IT/개인정보,영상물 제작과 불법소프트웨어 사용에 대한 경찰조사 상담
400815,형사일반/기타범죄,신분증 미제시로 인한 주거부정 현행범 체포 상담
400817,기타 재산범죄,보이스 피싱과 체크카드 양도에 대한 상담
400820,형사일반/기타범죄,음란물 구매로 인한 경찰 조사에 대한 질문
400821,명예훼손/모욕 일반,폭행 상해죄 고소 진행중 상담글
400824,병역/군형법,병사간 성군기위반으로 인한 경찰조사 및 앞으로의 조치사항
400825,소송/집행절차,특수관계자 근저당권 무효소송에 대한 상담
400827,명예훼손/모욕 일반,성적자기결정권침해 소송과 추가적인 대응 방안에 대한 질문
400829,횡령/배임,투자계약 해지와 투자금 반환에 대한 상담
400830,마약/도박,미성년자의 사설토토 이용과 그 후의 대처 방안
400832,성폭력/강제추행 등,첫 경찰진술 후 추가 증거 제출과 준강간죄에 대한 이해
400841,노동/인사,"직장에서 허위민원으로 인한 징계해고 상황, 어떻게 해결할 수 있을까?"
400845,재개발/재건축,지역주택조합 탈퇴 방법과 이후 진행사항에 대한 상담
400846,기타 재산범죄,사기 당한 경우 돌려받을 수 있는 방법은?
400847,병역/군형법,군복무 중 집유 판결시 신분 변동 여부
400850,계약일반/매매,헬스장 계약위반으로 인한 사기죄 가능성에 대한 상담
400851,지식재산권/엔터,표절로 인한 민사소송 상담
400852,임대차,만기전 퇴실 및 임대차등기명령 상담
400854,손해배상,상간녀 소송과 합의 조건에 대한 상담
400855,명예훼손/모욕 일반,인터넷에서의 모욕죄 가능성에 대한 질문
400856,음주/무면허,음주운전에 대한 법적처벌과 면허정지 가능성
400857,대여금/채권추심,부동산 임의경매 대응 방법에 대한 안내
400860,손해배상,폭행으로 인한 상해와 민사소송 진행에 대한 상담
400861,회생/파산,개인회생 진행 방법과 준비사항
400862,손해배상,국가배상청구시 피고 선정에 대한 문의
400863,교통사고/도주,횡단보도 사고와 경찰 진단서 제출에 대한 상담
400866,미성년 대상 성범죄,미성년자와의 대화로 인한 법적 문제 가능성
400867,회생/파산,이민 준비 중인 분의 파산신청 관련 상담
400870,기타 재산범죄,절도나 점유이탈에 해당되는지에 대한 상담글
400872,명예훼손/모욕 일반,버스에서 욕설을 들었을 때 모욕죄 신고 가능성에 대한 상담
400873,사기/공갈,파산면책 후 민사소송 상담
400874,수사/체포/구속,주임검사에서 부장검사로 변경되는 이유와 그 영향
400876,상속,상속재산분할 관련 질문
400877,대여금/채권추심,해외거주 채무자와 지급명령 상황에 대한 상담
400880,기타 재산범죄,소액절도에 대한 적정 합의금 제시 방법
400881,소송/집행절차,벌급 미납과 압류에 대한 상담
400883,횡령/배임,"동업분쟁과 상가 재계약 협박, 해결방안은?"
400884,임대차,전세 계약의 묵시적 갱신 성립 여부 관련
400887,사기/공갈,불법행위 후 고소 받는 상황에서 법인 파산 신청 가능 여부
400888,고소/소송절차,부동산 강제집행에 대한 질문
400889,임대차,[전세사고] 임대인과 임차인 간의 역고소 문제 상담
400891,건축/부동산 일반,토지경계 변경에 관한 문제와 해결방안
400895,형사일반/기타범죄,조사 중 죄명 변경에 대한 이해와 대처 방안
400896,성폭력/강제추행 등,성추행 고소를 당했을 때의 대응 방법
400897,대여금/채권추심,전세보증금 지급명령 확정 후 강제집행 방법에 대한 안내
400898,이혼,가정폭력과 이혼: 미국과 한국에서의 법적 절차
400899,손해배상,이사날 이전 세입자가 나가지 않을 경우의 대처 방안
400900,소송/집행절차,임차 상가 하자 보수에 대한 상담
400901,고소/소송절차,"비방성 여부와 불송치 대기, 벌금형과 합의에 대한 질문"
400902,대여금/채권추심,친구에게 빌려준 돈을 돌려받는 방법
400903,대여금/채권추심,민사 피고 항소 사건에 대한 상담
400904,건축/부동산 일반,오피스텔 분양권 해지 관련 상담
400905,교통사고/도주,킥보드 교통사고에 대한 상담글
400906,디지털 성범죄,통매음 관련 문의에 대한 답변
400907,사이버 명예훼손/모욕,사기미수범과의 전화 대화 후기 및 법적 대응 방안
400908,대여금/채권추심,사해행위취소 청구에 대한 대응 방안은?
400909,금융/보험,보이스피싱 관련 채무부존재확인 소송 상담
400913,가사 일반,양육비 미지급에 대한 청구소송 가능성 및 진행방법
400914,폭행/협박/상해 일반,"상해로 인한 다리 골절 및 고관절 탈구, 전치12주 상황과 대응 방안"
400915,손해배상,"협박죄와 과실치상죄, 무혐의 가능성은?"
400916,소송/집행절차,사기 피해 청구 기한에 대한 질문
400918,디지털 성범죄,통매음 고소인 성별에 따른 형량 및 유무죄 차이
400919,상속,상속재산과 기여분 인정에 대한 상담
400920,사기/공갈,지체 장애인에게 소비기한이 지난 김밥 판매와 사기죄의 관계
400921,대여금/채권추심,채권압류 및 전부명령에 관한 상담
400922,의료/식품의약,피부 시술 부작용에 대한 소송 가능성
400923,노동/인사,임금체불과 관련한 고소 고발 방법
400924,손해배상,무보험차량과의 교통사고 대응 방법
400926,성폭력/강제추행 등,청소년 쉼터에서의 장난에 대한 법적 대응 방법
400927,고소/소송절차,군내 상관의 가혹행위 및 욕설에 대한 상담
400928,상속,성년후견인 및 유류분 신청에 대한 상담
400929,계약일반/매매,주상복합 계약금 환불에 대한 정보
400930,회생/파산,법인회생 인가 후 변제금 미납 시 대응방법
400931,디지털 성범죄,SNS에서 성행위 영상을 받았을 때의 법적 책임
400932,상속,특별한정승인에 대한 질문
400933,상속,사망 후 보험금 상속재산 합산 가능성 여부
400934,계약일반/매매,민사 배액배상소송 및 손해배상소송에 대한 상담
400935,손해배상,펜션에서 발생한 상해 사고 대응 방법
400936,계약일반/매매,부동산 가계약금 반환 가능성 및 소멸시효에 대한 문의
400937,임대차,가압류 문제 해결 방안
400939,사기/공갈,소장 송달과 청구 인정의 관계에 대한 질문
400943,손해배상,임차보증금 반환소송과 임대인 파산 예상 시 상담
400944,형사일반/기타범죄,스토킹 성립 여부와 관련된 법적 상담
400945,가사 일반,이혼 소송 중 아이를 볼 수 있는 권한에 대한 질문
400946,고소/소송절차,변론기일 통지 후 준비서면 제출 순서에 대한 상담
400948,교통사고/도주,음주운전 사고로 인한 배상문제 상담
400949,상속,유류분 청구 위헌 판결에 대한 질문
400952,건축/부동산 일반,본인이 없고 인감만 있어도 땅 매매 가능한가요?
400953,손해배상,여행 중 보트 사고로 인한 피해보상 방법
400954,마약/도박,마약 구매미수 보완수사 상담
400955,교통사고/도주,교통사고 뺑소니 관련 질문
400956,계약일반/매매,민사 진행 중 조정신청 가능성과 전략
400957,계약일반/매매,대량 납품 후 불량 문제에 대한 조언 요청
